,emotions,emotions_label,sentence,copy_sentence,word_count,AGE,SEX,COUN,sentence_ut
5968,2.0,anger,"['one', 'of', 'my', 'friend', 'asked', 'me', 'to', 'go', 'shopping', 'with', 'her', 'another', 'friend', 'of', 'hers', 'wa', 'also', 'coming', 'along', 'during', 'the', 'outing', 'they', 'kept', 'talking', 'to', 'each', 'other', 'and', 'i', 'felt', 'left', 'out', 'even', 'when', 'i', 'tried', 'to', 'talk', 'to', 'them', 'they', 'seemed', 'not', 'to', 'listen', 'to', 'me', 'and', 'did', 'not', 'pay', 'me', 'much', 'attention']","One of my friends asked me to go shopping with her, another ÌÁ friend of hers was also coming along.  During the outing they ÌÁ kept talking to each other and I felt left out, even when I tried ÌÁ to talk to them they seemed not to listen to me and did not pay ÌÁ me much attention.",55,20.0,2.0,26.0,one of my friend asked me to go shopping with her another friend of hers wa also coming along during the outing they kept talking to each other and i felt left out even when i tried to talk to them they seemed not to listen to me and did not pay me much attention
5969,3.0,sadness,"['two', 'year', 'ago', 'my', 'best', 'friend', 'died', 'in', 'an', 'accident', 'just', 'a', 'day', 'before', 'my', 'birthray', 'we', 'were', 'very', 'close', 'to', 'each', 'other', 'and', 'i', 'felt', 'very', 'sad', 'at', 'loosing', 'a', 'close', 'friend']","Two years ago my best friend died in an accident, just a day ÌÁ before my birthray.  We were very close to each other and I felt ÌÁ very sad at loosing a close friend.",33,20.0,2.0,26.0,two year ago my best friend died in an accident just a day before my birthray we were very close to each other and i felt very sad at loosing a close friend
5970,4.0,disgust,"['we', 'had', 'gone', 'to', 'our', 'native', 'village', 'and', 'i', 'went', 'to', 'visit', 'a', 'tribal', 'group', 'which', 'belief', 'in', 'goddess', 'kali', 'a', 'it', 'wa', 'a', 'festival', 'day', 'they', 'had', 'to', 'offer', 'a', 'hen', 'to', 'the', 'goddess', 'so', 'they', 'cut', 'the', 'head', 'off', 'a', 'hen', 'right', 'in', 'front', 'of', 'my', 'eye', 'i', 'felt', 'disgusted', 'and', 'evenb', 'gave', 'up', 'eating', 'meat', 'after', 'this', 'incident']",We had gone to our native village and I went to visit a tribal ÌÁ group which believes in Goddess Kali.  As it was a festival day they ÌÁ had to offer a hen to the Goddess so they cut the head off a hen ÌÁ right in front of my eyes.  I felt disgusted and evenb gave up ÌÁ eating meat after this incident.,61,20.0,2.0,26.0,we had gone to our native village and i went to visit a tribal group which belief in goddess kali a it wa a festival day they had to offer a hen to the goddess so they cut the head off a hen right in front of my eye i felt disgusted and evenb gave up eating meat after this incident
5973,0.0,joy,"['when', 'my', 'daughter', 'gave', 'her', 'solo', 'dance', 'performance', 'in', 'poona', 'and', 'there', 'wa', 'a', 'big', 'applause', 'i', 'wa', 'overjoyed']","When my daughter gave her solo dance performance in Poona and ÌÁ there was a big applause, I was overjoyed.",19,35.0,2.0,26.0,when my daughter gave her solo dance performance in poona and there wa a big applause i wa overjoyed
5974,1.0,fear,"['i', 'wa', 'in', 'a', 'garden', 'one', 'evening', 'and', 'i', 'saw', 'a', 'snake', 'coming', 'towards', 'me']",I was in a garden one evening and I saw a snake coming towards ÌÁ me.,15,35.0,2.0,26.0,i wa in a garden one evening and i saw a snake coming towards me
5975,2.0,anger,"['i', 'am', 'separated', 'from', 'my', 'husband', 'the', 'way', 'he', 'ha', 'behaved', 'towards', 'me', 'make', 'me', 'angry']",I am separated from my husband.  The way he has behaved towards ÌÁ me makes me angry.,16,35.0,2.0,26.0,i am separated from my husband the way he ha behaved towards me make me angry
5976,3.0,sadness,"['when', 'my', 'husband', 'lied', 'to', 'me', 'tricked', 'me', 'and', 'when', 'i', 'had', 'to', 'leave', 'my', 'home']","When my husband lied to me, tricked me and when I had to leave my ÌÁ home.",16,35.0,2.0,26.0,when my husband lied to me tricked me and when i had to leave my home
5977,4.0,disgust,"['the', 'way', 'my', 'husband', 'and', 'his', 'family', 'treated', 'me', 'unfairly', 'cruelly', 'and', 'unjustly']","The way my husband and his family treated me - unfairly, cruelly, ÌÁ and unjustly.",13,35.0,2.0,26.0,the way my husband and his family treated me unfairly cruelly and unjustly
5980,0.0,joy,"['when', 'i', 'got', 'married']",When I got married.,4,22.0,2.0,26.0,when i got married
5981,1.0,fear,"['i', 'wa', 'sitting', 'on', 'an', 'electric', 'swing', 'suddenly', 'the', 'machine', 'went', 'out', 'of', 'order', 'while', 'i', 'wa', 'still', 'in', 'the', 'upward', 'position']","I was sitting on an electric swing, suddenly the machine went ÌÁ out of order while I was still in the upward position.",22,22.0,2.0,26.0,i wa sitting on an electric swing suddenly the machine went out of order while i wa still in the upward position
5982,2.0,anger,"['a', 'girl', 'whom', 'i', 'trusted', 'and', 'with', 'whom', 'i', 'had', 'shared', 'personal', 'confidential', 'matter', 'twisted', 'the', 'fact', 'and', 'told', 'it', 'to', 'a', 'common', 'friend', 'of', 'ours', 'when', 'this', 'common', 'friend', 'told', 'me', 'the', 'version', 'my', 'friend', 'had', 'told', 'her', 'i', 'wa', 'angry']","A girl whom I trusted and with whom I had shared personal, confidential ÌÁ matters twisted the facts and told it to a common friend of ours. ÌÁ  When this common friend told me the version my friend had told ÌÁ her, I was angry.",42,22.0,2.0,26.0,a girl whom i trusted and with whom i had shared personal confidential matter twisted the fact and told it to a common friend of ours when this common friend told me the version my friend had told her i wa angry
5983,3.0,sadness,"['when', 'my', 'elder', 'sister', 'died']",When my elder sister died.,5,22.0,2.0,26.0,when my elder sister died
5984,4.0,disgust,"['my', 'husband', 'fall', 'ill', 'and', 'doe', 'not', 'follow', 'the', 'doctor', 'advice', 'on', 'the', 'treatment', 'or', 'the', 'diet', 'control']",My husband falls ill and does not follow the doctor's advice on ÌÁ the treatment or the diet control.,18,22.0,2.0,26.0,my husband fall ill and doe not follow the doctor advice on the treatment or the diet control
5987,0.0,joy,"['the', 'day', 'i', 'got', 'married', 'wa', 'the', 'happiest', 'day', 'of', 'my', 'life', 'both', 'of', 'u', 'felt', 'that', 'we', 'were', 'right', 'for', 'each', 'other', 'in', 'every', 'way', 'and', 'we', 'had', 'no', 'doubt', 'about', 'our', 'compatibility', 'right', 'from', 'the', 'day', 'we', 'got', 'engaged']",The day I got married was the happiest day of my life.  Both of ÌÁ us felt that we were right for each other in every way and we had ÌÁ no doubts about our compatibility right from the day we got ÌÁ engaged.,41,22.0,2.0,26.0,the day i got married wa the happiest day of my life both of u felt that we were right for each other in every way and we had no doubt about our compatibility right from the day we got engaged
5989,2.0,anger,"['one', 'morning', 'i', 'wa', 'standing', 'at', 'the', 'busstop', 'and', 'the', 'bus', 'passed', 'by', 'without', 'stopping', 'even', 'though', 'there', 'were', 'only', '810', 'passenger', 'inside', 'i', 'felt', 'angry', 'at', 'the', 'rude', 'behaviour', 'of', 'the', 'bus', 'driver', 'and', 'conductor']","One morning I was standing at the bus-stop and the bus passed by ÌÁ without stopping, even though there were only 8-10 passengers ÌÁ inside.  I felt angry at the rude behaviour of the bus driver and  ÌÁ conductor.",36,22.0,2.0,26.0,one morning i wa standing at the busstop and the bus passed by without stopping even though there were only 810 passenger inside i felt angry at the rude behaviour of the bus driver and conductor
5990,3.0,sadness,"['at', 'the', 'death', 'of', 'my', 'friend', 'father', 'and', 'especially', 'a', 'this', 'happened', 'ten', 'day', 'before', 'her', 'wedding']",At the death of my friend's father and especially as this ÌÁ happened ten days before her wedding.,17,22.0,2.0,26.0,at the death of my friend father and especially a this happened ten day before her wedding
5991,4.0,disgust,"['i', 'wa', 'disgusted', 'at', 'the', 'existing', 'redtape', 'in', 'the', 'government', 'office', 'i', 'accquired', 'my', 'passport', 'three', 'month', 'after', 'having', 'applied', 'for', 'it', 'and', 'i', 'had', 'to', 'go', 'back', 'five', 'time', 'to', 'them', 'to', 'correct', 'a', 'minor', 'error']",I was disgusted at the existing red-tape in the government ÌÁ offices.  I accquired my passport three months after having applied for ÌÁ it and I had to go back five times to them to correct a minor ÌÁ error.,37,22.0,2.0,26.0,i wa disgusted at the existing redtape in the government office i accquired my passport three month after having applied for it and i had to go back five time to them to correct a minor error
5994,0.0,joy,"['when', 'i', 'succeeded', 'in', 'achieving', 'a', 'scholarship', 'for', 'which', 'i', 'had', 'strived', 'hard', 'during', 'a', 'period', 'of', 'financial', 'personal', 'and', 'physical', 'stress']","When I succeeded in achieving a scholarship for which I had ÌÁ strived hard during a period of financial, personal and physical ÌÁ stress.",22,26.0,2.0,26.0,when i succeeded in achieving a scholarship for which i had strived hard during a period of financial personal and physical stress
5995,1.0,fear,"['when', 'i', 'had', 'to', 'travel', 'alone', 'unescorted', 'for', 'the', 'first', 'time', 'it', 'wa', 'an', 'overnight', 'journey', 'by', 'train', 'to', 'a', 'distant', 'place']","When I had to travel alone, unescorted for the first time.     It ÌÁ was an over-night journey by train to a distant place.",22,26.0,2.0,26.0,when i had to travel alone unescorted for the first time it wa an overnight journey by train to a distant place
5996,2.0,anger,"['i', 'wa', 'not', 'given', 'a', 'chance', 'to', 'explain', 'to', 'my', 'close', 'relative', 'a', 'to', 'why', 'i', 'could', 'not', 'go', 'to', 'visit', 'them', 'when', 'they', 'were', 'ill', 'when', 'i', 'did', 'go', 'they', 'thought', 'that', 'i', 'had', 'been', 'selfish', 'and', 'irresponsible', 'during', 'their', 'illness']","I was not given a chance to explain to my close relatives as to ÌÁ why I could not go to visit them when they were ill.  When I did ÌÁ go, they thought that I had been selfish and irresponsible duringÌÁ their illness.",42,26.0,2.0,26.0,i wa not given a chance to explain to my close relative a to why i could not go to visit them when they were ill when i did go they thought that i had been selfish and irresponsible during their illness
5997,3.0,sadness,"['i', 'put', 'in', 'two', 'year', 'of', 'hard', 'work', 'and', 'it', 'wa', 'neither', 'looked', 'at', 'nor', 'appreciated']",I put in two years of hard work and it was neither looked at nor ÌÁ appreciated.,16,26.0,2.0,26.0,i put in two year of hard work and it wa neither looked at nor appreciated
5998,4.0,disgust,"['despite', 'my', 'being', 'affectionate', 'sincere', 'and', 'helpful', 'to', 'close', 'relative', 'of', 'mine', 'they', 'turned', 'around', 'and', 'accused', 'me', 'of', 'being', 'inconsiderate', 'in', 'my', 'relationship', 'with', 'them']","Despite my being affectionate, sincere, and helpful to close  ÌÁ relatives of mine; they turned around and accused me of being ÌÁ inconsiderate in my relationship with them.",26,26.0,2.0,26.0,despite my being affectionate sincere and helpful to close relative of mine they turned around and accused me of being inconsiderate in my relationship with them
6001,0.0,joy,"['i', 'feel', 'a', 'sense', 'of', 'joy', 'whenever', 'i', 'complete', 'a', 'piece', 'of', 'writing', 'which', 'is', 'part', 'of', 'my', 'work', 'intense', 'reading', 'also', 'brings', 'me', 'joy', 'i', 'also', 'feel', 'happy', 'when', 'i', 'reminiscent', 'about', 'them']",[ I feel a sense of joy whenever I complete a piece of writing ÌÁ which is part of my work.  Intense reading also brings me joy.  I ÌÁ also feel happy when I reminiscent about them.],34,25.0,2.0,26.0,i feel a sense of joy whenever i complete a piece of writing which is part of my work intense reading also brings me joy i also feel happy when i reminiscent about them
6002,1.0,fear,"['i', 'wa', 'coming', 'home', 'from', 'a', 'relative', 'place', 'and', 'it', 'wa', 'about', '93010', 'pm', 'i', 'felt', 'slightly', 'apprehensive', 'when', 'i', 'got', 'off', 'the', 'bus', 'and', 'started', 'walking', 'towards', 'my', 'place', 'i', 'wa', 'confident', 'that', 'nothing', 'would', 'happen', 'to', 'me', 'yet', 'there', 'wa', 'this', 'slight', 'feeling', 'of', 'fear']","I was coming home from a relative's place and it was about ÌÁ 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus ÌÁ and started walking towards my place.  I was confident that ÌÁ nothing would happen to me, yet there was this slight feeling of ÌÁ fear.",47,25.0,2.0,26.0,i wa coming home from a relative place and it wa about 93010 pm i felt slightly apprehensive when i got off the bus and started walking towards my place i wa confident that nothing would happen to me yet there wa this slight feeling of fear
6003,2.0,anger,"['uncleaniness', 'at', 'my', 'work', 'place', 'the', 'place', 'is', 'generally', 'not', 'very', 'clean', 'but', 'when', 'it', 'reach', 'a', 'point', 'i', 'get', 'angry', 'at', 'the', 'person', 'who', 'is', 'supposed', 'to', 'clean', 'the', 'place', 'and', 'the', 'people', 'who', 'are', 'supposed', 'to', 'supervise', 'him']","Uncleaniness at my work place.  The place is generally not very ÌÁ clean, but when it reaches a point, I get angry at the person ÌÁ who is supposed to clean the place and the people who are ÌÁ supposed to supervise him.",40,25.0,2.0,26.0,uncleaniness at my work place the place is generally not very clean but when it reach a point i get angry at the person who is supposed to clean the place and the people who are supposed to supervise him
6004,3.0,sadness,"['three', 'week', 'ago', 'a', 'friend', 'of', 'mine', 'bid', 'me', 'goodbye', 'before', 'going', 'abroad', 'i', 'felt', 'happy', 'for', 'her', 'a', 'she', 'wa', 'achieving', 'something', 'by', 'making', 'the', 'trip', 'but', 'i', 'also', 'felt', 'sad', 'a', 'i', 'would', 'not', 'be', 'seeing', 'her', 'for', 'a', 'long', 'time']","Three weeks ago a friend of mine bid me good-bye before going ÌÁ abroad.  I felt happy for her as she was achieving something by ÌÁ making the trip, but I also felt sad as I would not be seeing her ÌÁ for a long time.",43,25.0,2.0,26.0,three week ago a friend of mine bid me goodbye before going abroad i felt happy for her a she wa achieving something by making the trip but i also felt sad a i would not be seeing her for a long time
